order_id,date,category,region,segment,channel,manager,quantity,amount,ad_budget,discount_pct
8439,2024-02-11,Дом и сад,Москва,Новый,Маркетплейс,Менеджер 6,1,1644.0,666.0,0
8017,2024-02-11,Продукты,Казань,Новый,Мобильное приложение,Менеджер 8,2,3396.0,215.0,20
8015,2024-02-11,Продукты,Екатеринбург,Новый,Маркетплейс,Менеджер 6,2,1692.0,202.0,10
5216,2024-02-11,Электроника,Москва,Постоянный,Сайт,Менеджер 8,1,13573.0,3052.0,20
7577,2024-02-11,Книги,Новосибирск,Постоянный,Мобильное приложение,Менеджер 2,4,1069.0,0.0,15
7576,2024-02-11,Красота,Казань,Постоянный,Мобильное приложение,Менеджер 4,1,2669.0,806.0,10
7492,2024-02-11,Продукты,Новосибирск,Постоянный,Мобильное приложение,Менеджер 7,1,1990.0,535.0,10
7367,2024-02-11,Электроника,Санкт-Петербург,Новый,Мобильное приложение,Менеджер 5,1,41364.0,2246.0,0
7256,2024-02-11,Электроника,Санкт-Петербург,VIP,Маркетплейс,Менеджер 4,1,23091.0,2486.0,0
5956,2024-02-11,Красота,Москва,Новый,Сайт,Менеджер 1,1,4026.0,0.0,0
6159,2024-02-11,Спорт,Москва,Новый,Сайт,Менеджер 1,1,3190.0,410.0,0
6385,2024-02-11,Спорт,Санкт-Петербург,Новый,Сайт,Менеджер 3,1,4023.0,920.0,15
590,2024-02-11,Электроника,Москва,Постоянный,Маркетплейс,Менеджер 8,1,22640.0,5100.0,15
6518,2024-02-11,Дом и сад,Москва,Новый,Сайт,Менеджер 1,3,10822.0,1297.0,0
6950,2024-02-11,Продукты,Москва,Новый,Мобильное приложение,Менеджер 1,4,3571.0,243.0,0
9513,2024-02-11,Продукты,Санкт-Петербург,Новый,Сайт,Менеджер 6,4,5379.0,191.0,0
9588,2024-02-11,Электроника,Новосибирск,Постоянный,Мобильное приложение,Менеджер 3,2,10266.0,1947.0,20
6764,2024-02-11,Продукты,Екатеринбург,VIP,Мобильное приложение,Менеджер 1,2,7593.0,1344.0,0
3456,2024-02-11,Красота,Москва,Новый,Маркетплейс,Менеджер 2,1,486.0,0.0,0
1079,2024-02-11,Продукты,Санкт-Петербург,Постоянный,Сайт,Менеджер 7,1,2344.0,605.0,0
1054,2024-02-11,Дом и сад,Новосибирск,Новый,Мобильное приложение,Менеджер 1,3,8711.0,2525.0,5
9740,2024-02-11,Дом и сад,Екатеринбург,Новый,Маркетплейс,Менеджер 4,3,10834.0,1388.0,5
7916,2024-02-12,Книги,Москва,Новый,Мобильное приложение,Менеджер 5,2,834.0,0.0,15
8755,2024-02-12,Электроника,Казань,VIP,Мобильное приложение,Менеджер 6,1,66317.0,2999.0,0
4923,2024-02-12,Дом и сад,Новосибирск,Постоянный,Мобильное приложение,Менеджер 6,2,6993.0,1298.0,5
4412,2024-02-12,Электроника,Санкт-Петербург,VIP,Сайт,Менеджер 3,1,107316.0,6557.0,20
7525,2024-02-12,Книги,Новосибирск,Новый,Сайт,Менеджер 4,4,972.0,0.0,10
5937,2024-02-12,Одежда,Москва,Новый,Сайт,Менеджер 2,2,2683.0,699.0,0
2553,2024-02-12,Красота,Екатеринбург,Новый,Сайт,Менеджер 6,1,357.0,146.0,0
5617,2024-02-12,Дом и сад,Казань,Новый,Маркетплейс,Менеджер 2,1,5601.0,787.0,10
2906,2024-02-12,Книги,Екатеринбург,Постоянный,Мобильное приложение,Менеджер 4,3,362.0,366.0,5
4255,2024-02-12,Электроника,Москва,Новый,Мобильное приложение,Менеджер 3,4,83113.0,5200.0,0
823,2024-02-12,Игрушки,Екатеринбург,Новый,Мобильное приложение,Менеджер 1,1,1358.0,0.0,5
5864,2024-02-12,Красота,Екатеринбург,Новый,Маркетплейс,Менеджер 2,2,3878.0,1462.0,15
9894,2024-02-12,Продукты,Новосибирск,Постоянный,Сайт,Менеджер 5,1,1397.0,794.0,0
2431,2024-02-12,Спорт,Санкт-Петербург,VIP,Сайт,Менеджер 8,2,7697.0,2521.0,20
9700,2024-02-12,Одежда,Москва,VIP,Мобильное приложение,Менеджер 3,2,6787.0,967.0,15
2146,2024-02-12,Красота,Санкт-Петербург,Постоянный,Маркетплейс,Менеджер 4,1,1793.0,484.0,5
517,2024-02-12,Дом и сад,Казань,Новый,Маркетплейс,Менеджер 7,1,6226.0,1207.0,5
3854,2024-02-12,Электроника,Екатеринбург,Постоянный,Маркетплейс,Менеджер 7,4,51252.0,7264.0,0
6870,2024-02-12,Спорт,Москва,Новый,Мобильное приложение,Менеджер 7,1,6379.0,801.0,15
3253,2024-02-12,Дом и сад,Москва,Постоянный,Сайт,Менеджер 7,2,3538.0,440.0,20
9463,2024-02-12,Книги,Новосибирск,Новый,Мобильное приложение,Менеджер 3,1,1051.0,348.0,10
6219,2024-02-12,Продукты,Москва,Новый,Мобильное приложение,Менеджер 7,1,1526.0,0.0,5
4233,2024-02-12,Игрушки,Москва,Новый,Мобильное приложение,Менеджер 5,3,738.0,738.0,5
9389,2024-02-12,Игрушки,Казань,VIP,Сайт,Менеджер 3,2,4318.0,1196.0,10
5851,2024-02-13,Электроника,Екатеринбург,VIP,Сайт,Менеджер 1,1,29138.0,3182.0,5
6833,2024-02-13,Электроника,Москва,VIP,Сайт,Менеджер 3,4,19325.0,2295.0,0
518,2024-02-13,Игрушки,Казань,VIP,Сайт,Менеджер 1,1,9206.0,1091.0,15
7072,2024-02-13,Электроника,Москва,Новый,Мобильное приложение,Менеджер 6,1,24882.0,,0
71,2024-02-13,Книги,Москва,Новый,Сайт,Менеджер 5,2,563.0,0.0,10
5199,2024-02-13,Дом и сад,Казань,VIP,Сайт,Менеджер 8,1,10137.0,631.0,0
658,2024-02-13,Дом и сад,Екатеринбург,VIP,Мобильное приложение,Менеджер 1,4,6861.0,0.0,0
6096,2024-02-13,Электроника,Новосибирск,Постоянный,Мобильное приложение,Менеджер 6,1,25413.0,4620.0,0
5307,2024-02-13,Книги,Екатеринбург,Новый,Мобильное приложение,Менеджер 8,4,1334.0,61.0,15
7704,2024-02-13,Книги,Санкт-Петербург,Постоянный,Мобильное приложение,Менеджер 1,2,1232.0,466.0,15
5457,2024-02-13,Одежда,Екатеринбург,Новый,Сайт,Менеджер 7,2,1699.0,553.0,0
1430,2024-02-13,Книги,Москва,Постоянный,Мобильное приложение,Менеджер 5,1,1274.0,,5
7184,2024-02-13,Дом и сад,Новосибирск,Новый,Сайт,Менеджер 3,2,6788.0,135.0,0
5854,2024-02-13,Спорт,Санкт-Петербург,Новый,Мобильное приложение,Менеджер 4,2,2420.0,246.0,0
7040,2024-02-13,Дом и сад,Санкт-Петербург,Новый,Мобильное приложение,Менеджер 8,1,13647.0,2578.0,5
7462,2024-02-13,Одежда,Санкт-Петербург,Новый,Мобильное приложение,Менеджер 7,4,4723.0,884.0,20
2004,2024-02-13,Одежда,Москва,Постоянный,Сайт,Менеджер 8,2,4059.0,722.0,0
5449,2024-02-13,Одежда,Москва,Постоянный,Мобильное приложение,Менеджер 2,4,11511.0,1907.0,0
7186,2024-02-13,Красота,Казань,Постоянный,Сайт,Менеджер 5,2,828.0,42.0,0
2658,2024-02-13,Одежда,Москва,Новый,Сайт,Менеджер 8,1,4808.0,973.0,10
4735,2024-02-13,Игрушки,Санкт-Петербург,Новый,Сайт,Менеджер 5,3,2505.0,355.0,5
2961,2024-02-13,Красота,Москва,Постоянный,Маркетплейс,Менеджер 4,1,3859.0,268.0,15
4004,2024-02-13,Спорт,Москва,Новый,Мобильное приложение,Менеджер 5,2,13070.0,0.0,0
2857,2024-02-13,Электроника,Санкт-Петербург,Постоянный,Маркетплейс,Менеджер 1,4,47051.0,7662.0,5
167,2024-02-13,Красота,Москва,Постоянный,Сайт,Менеджер 6,2,710.0,88.0,20
9171,2024-02-13,Продукты,Москва,Постоянный,Мобильное приложение,Менеджер 3,1,721.0,302.0,0
8472,2024-02-13,Одежда,Санкт-Петербург,VIP,Мобильное приложение,Менеджер 6,1,12883.0,2517.0,10
8299,2024-02-13,Красота,Москва,Новый,Маркетплейс,Менеджер 1,1,2893.0,562.0,20
8791,2024-02-13,Красота,Москва,Постоянный,Сайт,Менеджер 2,3,1027.0,820.0,0
3799,2024-02-13,Книги,Екатеринбург,Новый,Мобильное приложение,Менеджер 2,3,298.0,0.0,5
6953,2024-02-14,Дом и сад,Москва,Постоянный,Мобильное приложение,Менеджер 8,3,5510.0,27.0,0
9179,2024-02-14,Дом и сад,Новосибирск,Новый,Мобильное приложение,Менеджер 8,1,5678.0,1113.0,0
1658,2024-02-14,Электроника,Москва,VIP,Сайт,Менеджер 6,4,38558.0,5818.0,0
1647,2024-02-14,Дом и сад,Санкт-Петербург,Постоянный,Мобильное приложение,Менеджер 8,3,12436.0,1506.0,5
8229,2024-02-14,Электроника,Москва,Новый,Мобильное приложение,Менеджер 1,3,31814.0,5264.0,0
5660,2024-02-14,Одежда,Санкт-Петербург,Новый,Сайт,Менеджер 6,2,4663.0,419.0,0
4690,2024-02-14,Продукты,Казань,Новый,Маркетплейс,Менеджер 8,1,1569.0,655.0,5
7475,2024-02-14,Красота,Москва,Постоянный,Сайт,Менеджер 7,1,2589.0,693.0,5
6184,2024-02-14,Электроника,Екатеринбург,Постоянный,Маркетплейс,Менеджер 2,3,16211.0,2261.0,15
5492,2024-02-14,Электроника,Москва,Постоянный,Мобильное приложение,Менеджер 2,3,13223.0,1482.0,0
3415,2024-02-14,Электроника,Санкт-Петербург,Постоянный,Мобильное приложение,Менеджер 5,4,22365.0,3769.0,0
9799,2024-02-14,Электроника,Москва,Новый,Сайт,Менеджер 3,1,19342.0,3000.0,15
7701,2024-02-14,Игрушки,Новосибирск,Постоянный,Мобильное приложение,Менеджер 8,2,2136.0,140.0,0
161,2024-02-14,Красота,Москва,Новый,Мобильное приложение,Менеджер 8,2,5294.0,1133.0,0
3617,2024-02-14,Одежда,Екатеринбург,Постоянный,Сайт,Менеджер 4,1,4440.0,489.0,5
6263,2024-02-14,Игрушки,Санкт-Петербург,Новый,Сайт,Менеджер 8,2,2051.0,350.0,15
9537,2024-02-14,Продукты,Москва,Новый,Сайт,Менеджер 2,3,3314.0,1902.0,0
3284,2024-02-14,Продукты,Новосибирск,Постоянный,Сайт,Менеджер 6,3,1787.0,123.0,10
3864,2024-02-14,Одежда,Москва,Постоянный,Маркетплейс,Менеджер 6,1,3954.0,166.0,5
7815,2024-02-14,Дом и сад,Санкт-Петербург,Постоянный,Сайт,Менеджер 5,1,6540.0,581.0,5
5145,2024-02-14,Спорт,Москва,Постоянный,Сайт,Менеджер 2,1,7220.0,2018.0,0
4959,2024-02-14,Игрушки,Казань,Новый,Мобильное приложение,Менеджер 3,1,4531.0,1086.0,0
6828,2024-02-14,Дом и сад,Москва,Новый,Сайт,Менеджер 7,1,3413.0,194.0,0
6391,2024-02-14,Игрушки,Новосибирск,VIP,Мобильное приложение,Менеджер 2,1,4643.0,0.0,15
4568,2024-02-14,Спорт,Москва,VIP,Сайт,Менеджер 4,3,14058.0,2891.0,0
9925,2024-02-15,Электроника,Москва,VIP,Сайт,Менеджер 6,2,58586.0,,0
5979,2024-02-15,Продукты,Москва,Постоянный,Мобильное приложение,Менеджер 2,2,2361.0,982.0,0
4104,2024-02-15,Красота,Санкт-Петербург,VIP,Мобильное приложение,Менеджер 2,1,3763.0,135.0,10
3931,2024-02-15,Продукты,Москва,Новый,Сайт,Менеджер 1,1,5753.0,1137.0,5
9944,2024-02-15,Книги,Казань,Постоянный,Сайт,Менеджер 5,3,1100.0,0.0,0
9338,2024-02-15,Дом и сад,Казань,Постоянный,Маркетплейс,Менеджер 7,3,4415.0,767.0,0
6297,2024-02-15,Спорт,Москва,Постоянный,Мобильное приложение,Менеджер 8,3,4208.0,757.0,10
7000,2024-02-15,Продукты,Москва,VIP,Сайт,Менеджер 3,2,4459.0,635.0,0
3283,2024-02-15,Игрушки,Москва,Постоянный,Сайт,Менеджер 3,3,1859.0,241.0,0
3803,2024-02-15,Дом и сад,Москва,Новый,Мобильное приложение,Менеджер 8,4,8487.0,1661.0,0
9355,2024-02-15,Красота,Москва,Новый,Мобильное приложение,Менеджер 7,1,2223.0,0.0,0
7062,2024-02-15,Одежда,Новосибирск,Постоянный,Мобильное приложение,Менеджер 4,1,8321.0,1132.0,5
1369,2024-02-15,Дом и сад,Новосибирск,Новый,Сайт,Менеджер 8,2,3448.0,267.0,0
856,2024-02-15,Продукты,Казань,Новый,Мобильное приложение,Менеджер 4,1,1497.0,1547.0,0
5900,2024-02-15,Одежда,Казань,Новый,Мобильное приложение,Менеджер 5,1,4486.0,1089.0,0
1818,2024-02-15,Продукты,Санкт-Петербург,Постоянный,Мобильное приложение,Менеджер 1,1,403.0,182.0,20
7903,2024-02-15,Дом и сад,Санкт-Петербург,VIP,Сайт,Менеджер 3,1,32677.0,5957.0,5
4566,2024-02-15,Игрушки,Москва,Новый,Маркетплейс,Менеджер 7,1,3849.0,1266.0,20
335,2024-02-15,Электроника,Новосибирск,Постоянный,Мобильное приложение,Менеджер 6,1,100957.0,19566.0,15
3111,2024-02-15,Игрушки,Москва,Новый,Мобильное приложение,Менеджер 4,1,3865.0,0.0,20
8298,2024-02-15,Электроника,Екатеринбург,Постоянный,Маркетплейс,Менеджер 2,2,45585.0,7672.0,0
3507,2024-02-15,Дом и сад,Новосибирск,Постоянный,Сайт,Менеджер 6,2,2214.0,0.0,10
4391,2024-02-15,Книги,Новосибирск,Постоянный,Маркетплейс,Менеджер 4,2,731.0,33.0,0
8364,2024-02-15,Игрушки,Москва,VIP,Сайт,Менеджер 2,4,4860.0,0.0,0
8057,2024-02-15,Электроника,Москва,Постоянный,Сайт,Менеджер 1,3,54738.0,5157.0,10
1676,2024-02-15,Одежда,Екатеринбург,Новый,Маркетплейс,Менеджер 1,1,6037.0,426.0,10
1779,2024-02-15,Дом и сад,Екатеринбург,Новый,Мобильное приложение,Менеджер 1,1,13734.0,,0
709,2024-02-15,Электроника,Казань,Новый,Маркетплейс,Менеджер 4,3,13789.0,2009.0,15
5848,2024-02-15,Дом и сад,Москва,Новый,Мобильное приложение,Менеджер 2,2,10886.0,703.0,0
9141,2024-02-15,Электроника,Москва,Постоянный,Маркетплейс,Менеджер 5,1,31295.0,4423.0,0
9163,2024-02-15,Электроника,Новосибирск,Постоянный,Маркетплейс,Менеджер 6,2,56006.0,7813.0,0
9720,2024-02-15,Дом и сад,Казань,Новый,Сайт,Менеджер 6,1,2944.0,218.0,15
2202,2024-02-16,Игрушки,Екатеринбург,Новый,Мобильное приложение,Менеджер 1,1,2105.0,1213.0,0
9770,2024-02-16,Одежда,Москва,Новый,Маркетплейс,Менеджер 3,1,13942.0,1635.0,15
1569,2024-02-16,Дом и сад,Москва,Постоянный,Маркетплейс,Менеджер 6,1,2865.0,299.0,0
8140,2024-02-16,Одежда,Новосибирск,Постоянный,Мобильное приложение,Менеджер 4,2,2726.0,738.0,0
7952,2024-02-16,Дом и сад,Санкт-Петербург,Постоянный,Мобильное приложение,Менеджер 6,4,6839.0,1181.0,0
7874,2024-02-16,Спорт,Екатеринбург,Постоянный,Мобильное приложение,Менеджер 4,1,10577.0,1244.0,5
8784,2024-02-16,Дом и сад,Новосибирск,Постоянный,Мобильное приложение,Менеджер 8,2,4548.0,822.0,20
7636,2024-02-16,Одежда,Москва,Новый,Маркетплейс,Менеджер 6,1,4361.0,1290.0,0
9845,2024-02-16,Одежда,Екатеринбург,Новый,Сайт,Менеджер 7,2,4953.0,746.0,0
9068,2024-02-16,Красота,Новосибирск,Новый,Сайт,Менеджер 6,3,5815.0,331.0,0
423,2024-02-16,Электроника,Казань,VIP,Мобильное приложение,Менеджер 4,1,29131.0,4135.0,15
8260,2024-02-16,Дом и сад,Санкт-Петербург,Постоянный,Мобильное приложение,Менеджер 5,3,10419.0,1256.0,15
472,2024-02-16,Книги,Новосибирск,Постоянный,Сайт,Менеджер 8,4,380.0,0.0,0
6962,2024-02-16,Электроника,Екатеринбург,Новый,Мобильное приложение,Менеджер 1,2,28235.0,4243.0,20
1455,2024-02-16,Одежда,Новосибирск,Постоянный,Мобильное приложение,Менеджер 1,1,7194.0,0.0,0
1111,2024-02-16,Продукты,Казань,Постоянный,Сайт,Менеджер 6,1,1052.0,297.0,0
2788,2024-02-16,Книги,Москва,Новый,Сайт,Менеджер 3,1,700.0,849.0,15
3077,2024-02-16,Игрушки,Санкт-Петербург,Постоянный,Маркетплейс,Менеджер 8,1,7143.0,1612.0,10
6022,2024-02-16,Спорт,Москва,Новый,Маркетплейс,Менеджер 2,1,14495.0,2363.0,20
6066,2024-02-16,Дом и сад,Казань,Новый,Сайт,Менеджер 3,2,8504.0,1738.0,10
5557,2024-02-16,Электроника,Екатеринбург,Новый,Мобильное приложение,Менеджер 1,1,14928.0,0.0,0
4293,2024-02-16,Электроника,Новосибирск,Постоянный,Мобильное приложение,Менеджер 2,2,9717.0,0.0,0
674,2024-02-16,Электроника,Москва,Постоянный,Маркетплейс,Менеджер 3,1,25141.0,3918.0,20
3499,2024-02-16,Дом и сад,Санкт-Петербург,Новый,Маркетплейс,Менеджер 1,1,5612.0,245.0,15
4160,2024-02-16,Книги,Москва,Постоянный,Мобильное приложение,Менеджер 4,3,1161.0,0.0,5
3394,2024-02-16,Красота,Москва,Новый,Мобильное приложение,Менеджер 4,1,2951.0,0.0,10
3912,2024-02-16,Книги,Москва,Постоянный,Маркетплейс,Менеджер 1,4,1228.0,0.0,20
993,2024-02-16,Электроника,Москва,Новый,Маркетплейс,Менеджер 1,4,33439.0,6171.0,0
4421,2024-02-16,Продукты,Новосибирск,Новый,Сайт,Менеджер 3,2,958.0,213.0,0
3197,2024-02-16,Книги,Москва,Постоянный,Сайт,Менеджер 3,2,713.0,460.0,0
864,2024-02-16,Электроника,Москва,Новый,Мобильное приложение,Менеджер 2,3,14051.0,,0
5730,2024-02-16,Электроника,Казань,Новый,Сайт,Менеджер 7,2,41370.0,3530.0,15
4593,2024-02-16,Одежда,Санкт-Петербург,Новый,Мобильное приложение,Менеджер 5,1,7476.0,1327.0,10
6614,2024-02-16,Электроника,Санкт-Петербург,Новый,Маркетплейс,Менеджер 6,2,30411.0,1931.0,20
2786,2024-02-16,Электроника,Санкт-Петербург,Новый,Маркетплейс,Менеджер 6,1,20108.0,2609.0,0
2981,2024-02-16,Продукты,Москва,Новый,Сайт,Менеджер 5,3,921.0,0.0,0
8736,2024-02-17,Одежда,Казань,Постоянный,Сайт,Менеджер 6,1,12904.0,585.0,0
3962,2024-02-17,Дом и сад,Москва,Новый,Сайт,Менеджер 2,2,5119.0,376.0,0
3381,2024-02-17,Спорт,Санкт-Петербург,Постоянный,Мобильное приложение,Менеджер 7,4,11993.0,1202.0,5
116,2024-02-17,Спорт,Екатеринбург,Постоянный,Мобильное приложение,Менеджер 6,3,12705.0,1673.0,5
4183,2024-02-17,Продукты,Москва,VIP,Сайт,Менеджер 1,2,4012.0,630.0,5
7882,2024-02-17,Электроника,Москва,Постоянный,Маркетплейс,Менеджер 1,1,24070.0,2629.0,10
4360,2024-02-17,Красота,Москва,VIP,Сайт,Менеджер 3,4,2750.0,755.0,15
4875,2024-02-17,Электроника,Москва,Постоянный,Мобильное приложение,Менеджер 5,3,15925.0,1909.0,15
4722,2024-02-17,Спорт,Москва,Новый,Сайт,Менеджер 4,1,12978.0,1677.0,15
4374,2024-02-17,Электроника,Новосибирск,Новый,Сайт,Менеджер 5,3,33775.0,4105.0,15
4670,2024-02-17,Электроника,Москва,Новый,Маркетплейс,Менеджер 4,1,33294.0,6551.0,20
4614,2024-02-17,Продукты,Новосибирск,Новый,Мобильное приложение,Менеджер 4,2,398.0,7.0,10
9847,2024-02-17,Дом и сад,Москва,Новый,Мобильное приложение,Менеджер 6,2,8589.0,1093.0,0
872,2024-02-17,Одежда,Новосибирск,Новый,Сайт,Менеджер 3,3,5247.0,1218.0,0
8530,2024-02-17,Спорт,Москва,VIP,Мобильное приложение,Менеджер 2,1,11629.0,1427.0,20
5082,2024-02-17,Красота,Екатеринбург,Постоянный,Мобильное приложение,Менеджер 1,2,3531.0,1042.0,5
5574,2024-02-17,Игрушки,Санкт-Петербург,Постоянный,Сайт,Менеджер 2,4,4515.0,700.0,0
3538,2024-02-17,Красота,Санкт-Петербург,Новый,Мобильное приложение,Менеджер 5,2,2871.0,0.0,0
9369,2024-02-17,Электроника,Москва,Новый,Мобильное приложение,Менеджер 2,2,12577.0,2028.0,0
9548,2024-02-17,Продукты,Санкт-Петербург,Новый,Маркетплейс,Менеджер 7,1,2238.0,700.0,5
7086,2024-02-17,Одежда,Москва,Постоянный,Маркетплейс,Менеджер 4,1,4397.0,0.0,0
454,2024-02-17,Красота,Новосибирск,Постоянный,Маркетплейс,Менеджер 1,4,5150.0,704.0,5
9624,2024-02-17,Спорт,Санкт-Петербург,Постоянный,Мобильное приложение,Менеджер 4,2,1995.0,0.0,0
6398,2024-02-17,Продукты,Екатеринбург,Новый,Сайт,Менеджер 6,3,4451.0,7.0,10
6586,2024-02-17,Дом и сад,Москва,Постоянный,Сайт,Менеджер 8,2,12022.0,1834.0,10
2527,2024-02-17,Дом и сад,Москва,Новый,Сайт,Менеджер 6,4,7222.0,547.0,5
7441,2024-02-17,Электроника,Санкт-Петербург,Постоянный,Сайт,Менеджер 1,1,16793.0,1107.0,0
9690,2024-02-17,Продукты,Москва,Постоянный,Маркетплейс,Менеджер 1,1,2279.0,0.0,5
8946,2024-02-18,Книги,Санкт-Петербург,Новый,Маркетплейс,Менеджер 4,1,770.0,0.0,0
6991,2024-02-18,Книги,Санкт-Петербург,Новый,Мобильное приложение,Менеджер 8,3,245.0,0.0,10
3794,2024-02-18,Спорт,Санкт-Петербург,Постоянный,Сайт,Менеджер 7,3,3986.0,266.0,0
8091,2024-02-18,Дом и сад,Екатеринбург,Постоянный,Сайт,Менеджер 2,4,4295.0,0.0,20
3688,2024-02-18,Электроника,Новосибирск,VIP,Мобильное приложение,Менеджер 8,2,31987.0,5111.0,0
2218,2024-02-18,Спорт,Новосибирск,Постоянный,Мобильное приложение,Менеджер 2,4,13108.0,2845.0,0
2236,2024-02-18,Одежда,Москва,Новый,Сайт,Менеджер 1,1,3678.0,818.0,10
4716,2024-02-18,Одежда,Санкт-Петербург,Новый,Сайт,Менеджер 3,4,7575.0,465.0,0
8152,2024-02-18,Книги,Казань,Постоянный,Маркетплейс,Менеджер 5,2,1138.0,466.0,0
3249,2024-02-18,Электроника,Москва,Новый,Сайт,Менеджер 7,2,18362.0,2034.0,0
7007,2024-02-18,Электроника,Екатеринбург,Новый,Маркетплейс,Менеджер 1,3,52573.0,6276.0,0
4685,2024-02-18,Дом и сад,Казань,Новый,Маркетплейс,Менеджер 8,1,32359.0,5647.0,20
2284,2024-02-18,Одежда,Новосибирск,Новый,Мобильное приложение,Менеджер 1,1,5562.0,267.0,20
2815,2024-02-18,Игрушки,Москва,VIP,Мобильное приложение,Менеджер 6,4,3160.0,296.0,5
9972,2024-02-18,Игрушки,Екатеринбург,Новый,Сайт,Менеджер 1,1,1657.0,165.0,20
7037,2024-02-18,Книги,Москва,VIP,Мобильное приложение,Менеджер 8,1,2388.0,489.0,0
7933,2024-02-18,Одежда,Казань,Постоянный,Мобильное приложение,Менеджер 6,4,4936.0,1900.0,0
7506,2024-02-18,Игрушки,Новосибирск,Постоянный,Мобильное приложение,Менеджер 4,2,7315.0,518.0,5
1215,2024-02-18,Дом и сад,Екатеринбург,Постоянный,Мобильное приложение,Менеджер 1,3,5655.0,625.0,0
7436,2024-02-18,Дом и сад,Москва,Постоянный,Мобильное приложение,Менеджер 8,4,8106.0,1780.0,5
7428,2024-02-18,Одежда,Москва,Постоянный,Сайт,Менеджер 6,1,4061.0,1123.0,0
2584,2024-02-18,Электроника,Москва,Новый,Сайт,Менеджер 5,2,23150.0,4493.0,0
3355,2024-02-18,Продукты,Санкт-Петербург,Новый,Мобильное приложение,Менеджер 6,1,1010.0,807.0,15
9222,2024-02-18,Дом и сад,Москва,Постоянный,Сайт,Менеджер 5,1,7749.0,358.0,20
9906,2024-02-18,Спорт,Москва,Новый,Мобильное приложение,Менеджер 3,1,8635.0,953.0,0
3905,2024-02-18,Книги,Екатеринбург,Постоянный,Мобильное приложение,Менеджер 3,2,623.0,937.0,15
7830,2024-02-18,Одежда,Новосибирск,Постоянный,Сайт,Менеджер 1,1,4262.0,0.0,15
9530,2024-02-18,Продукты,Казань,VIP,Мобильное приложение,Менеджер 5,2,2911.0,111.0,20
2376,2024-02-18,Одежда,Москва,Новый,Сайт,Менеджер 4,4,14286.0,389.0,0
5020,2024-02-18,Одежда,Санкт-Петербург,Новый,Сайт,Менеджер 5,3,6725.0,754.0,0
330,2024-02-18,Дом и сад,Санкт-Петербург,Новый,Маркетплейс,Менеджер 5,2,4391.0,672.0,0
2938,2024-02-18,Электроника,Москва,Постоянный,Мобильное приложение,Менеджер 4,2,44577.0,5008.0,0
4219,2024-02-18,Дом и сад,Москва,Новый,Маркетплейс,Менеджер 3,2,9574.0,1998.0,0
1204,2024-02-18,Игрушки,Санкт-Петербург,Постоянный,Сайт,Менеджер 5,4,2089.0,524.0,0
30,2024-02-18,Спорт,Екатеринбург,Новый,Сайт,Менеджер 4,3,5685.0,971.0,20
4289,2024-02-19,Электроника,Новосибирск,Новый,Сайт,Менеджер 7,1,42892.0,2366.0,0
62,2024-02-19,Книги,Новосибирск,Новый,Маркетплейс,Менеджер 4,1,684.0,167.0,5
9455,2024-02-19,Книги,Екатеринбург,Новый,Мобильное приложение,Менеджер 3,2,1497.0,111.0,10
3952,2024-02-19,Спорт,Екатеринбург,Новый,Маркетплейс,Менеджер 3,4,3564.0,991.0,10
3178,2024-02-19,Одежда,Санкт-Петербург,Постоянный,Маркетплейс,Менеджер 1,1,6308.0,608.0,0
2798,2024-02-19,Продукты,Санкт-Петербург,Новый,Маркетплейс,Менеджер 6,1,1570.0,953.0,15
2223,2024-02-19,Спорт,Казань,Новый,Мобильное приложение,Менеджер 1,2,5052.0,391.0,20
6608,2024-02-19,Дом и сад,Москва,Новый,Мобильное приложение,Менеджер 8,1,8146.0,2025.0,10
6601,2024-02-19,Дом и сад,Санкт-Петербург,Новый,Сайт,Менеджер 1,4,3995.0,379.0,0
8365,2024-02-19,Одежда,Новосибирск,VIP,Маркетплейс,Менеджер 5,3,8064.0,785.0,0
1773,2024-02-19,Спорт,Санкт-Петербург,VIP,Сайт,Менеджер 6,4,17453.0,3161.0,10
2294,2024-02-19,Одежда,Новосибирск,Постоянный,Сайт,Менеджер 1,1,4329.0,612.0,0
6327,2024-02-19,Спорт,Новосибирск,Новый,Мобильное приложение,Менеджер 5,2,6088.0,1190.0,0
4888,2024-02-19,Спорт,Екатеринбург,Новый,Мобильное приложение,Менеджер 5,1,1852.0,0.0,5
4997,2024-02-19,Игрушки,Москва,Постоянный,Сайт,Менеджер 5,4,2809.0,0.0,0
8721,2024-02-19,Красота,Москва,Постоянный,Сайт,Менеджер 3,4,4762.0,1748.0,10
5679,2024-02-19,Книги,Казань,Новый,Сайт,Менеджер 6,1,299.0,,0
1922,2024-02-19,Одежда,Москва,Постоянный,Сайт,Менеджер 2,1,5984.0,861.0,0
2655,2024-02-19,Спорт,Екатеринбург,VIP,Сайт,Менеджер 4,1,7743.0,0.0,0
5463,2024-02-19,Электроника,Москва,Постоянный,Сайт,Менеджер 1,3,20576.0,3676.0,5
2808,2024-02-20,Дом и сад,Санкт-Петербург,Новый,Сайт,Менеджер 1,1,17098.0,1108.0,0
7192,2024-02-20,Продукты,Москва,Новый,Мобильное приложение,Менеджер 5,2,2410.0,818.0,10
3459,2024-02-20,Дом и сад,Новосибирск,Постоянный,Маркетплейс,Менеджер 1,4,13352.0,2436.0,5
